#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3910 3.5064 1.9000 0.5125 0.347
  2 6.874940e+04 3.4007 3.5053 1.9000 0.5132 0.347
  3 1.380400e+05 3.4112 3.5038 1.9000 0.5141 0.347
  4 2.078950e+05 3.4222 3.5026 1.9000 0.5150 0.347
  5 2.783350e+05 3.4338 3.5013 1.9000 0.5160 0.347
  6 3.493760e+05 3.4459 3.4996 1.9000 0.5170 0.347
  7 4.210300e+05 3.4584 3.4983 1.9000 0.5182 0.347
  8 4.933030e+05 3.4714 3.4967 1.9000 0.5194 0.347
  9 5.661950e+05 3.4849 3.4949 1.9000 0.5207 0.347
 10 6.396960e+05 3.4988 3.4933 1.9000 0.5222 0.347
 11 7.137880e+05 3.5131 3.4914 1.9000 0.5237 0.347
 12 7.884430e+05 3.5277 3.4896 1.9000 0.5254 0.347
 13 8.636200e+05 3.5427 3.4876 1.8999 0.5272 0.347
 14 9.392670e+05 3.5579 3.4855 1.8999 0.5291 0.347
 15 1.015320e+06 3.5734 3.4837 1.8999 0.5311 0.347
 16 1.091690e+06 3.5892 3.4815 1.8998 0.5333 0.347
 17 1.168290e+06 3.6051 3.4793 1.8997 0.5356 0.347
 18 1.245000e+06 3.6212 3.4774 1.8996 0.5381 0.347
 19 1.321710e+06 3.6373 3.4752 1.8994 0.5408 0.347
 20 1.398260e+06 3.6535 3.4729 1.8991 0.5435 0.347
 21 1.474530e+06 3.6697 3.4706 1.8986 0.5465 0.347
 22 1.550340e+06 3.6858 3.4683 1.8979 0.5496 0.347
 23 1.625530e+06 3.7018 3.4663 1.8968 0.5529 0.347
 24 1.699950e+06 3.7176 3.4640 1.8951 0.5563 0.347
 25 1.773430e+06 3.7333 3.4617 1.8925 0.5598 0.347
 26 1.845820e+06 3.7487 3.4593 1.8885 0.5635 0.347
 27 1.916970e+06 3.7638 3.4569 1.8824 0.5673 0.347
 28 1.986750e+06 3.7786 3.4543 1.8728 0.5713 0.347
 29 2.055060e+06 3.7931 3.4512 1.8575 0.5753 0.347
 30 2.121790e+06 3.8072 3.4480 1.8314 0.5795 0.347
 31 2.186880e+06 3.8210 3.4431 1.7818 0.5837 0.347
 32 2.250280e+06 3.8342 3.4323 1.6311 0.5880 0.347
