#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.9352 3.4910 3.5000 0.6752 0.353
  2 1.771410e+04 3.9480 3.4896 3.5000 0.6766 0.354
  3 3.641860e+04 3.9598 3.4880 3.5000 0.6776 0.356
  4 5.634750e+04 3.9713 3.4865 3.4999 0.6785 0.358
  5 7.758430e+04 3.9824 3.4852 3.4999 0.6793 0.362
  6 1.000630e+05 3.9928 3.4836 3.4998 0.6801 0.366
  7 1.236460e+05 4.0024 3.4825 3.4997 0.6808 0.372
  8 1.481690e+05 4.0111 3.4813 3.4996 0.6814 0.380
  9 1.734720e+05 4.0188 3.4800 3.4994 0.6820 0.388
 10 1.994110e+05 4.0255 3.4792 3.4992 0.6825 0.397
 11 2.258630e+05 4.0313 3.4784 3.4990 0.6829 0.407
 12 2.527280e+05 4.0362 3.4777 3.4987 0.6833 0.418
 13 2.799250e+05 4.0405 3.4771 3.4984 0.6837 0.430
 14 3.073920e+05 4.0440 3.4766 3.4981 0.6840 0.442
 15 3.350800e+05 4.0470 3.4761 3.4977 0.6844 0.455
 16 3.629500e+05 4.0496 3.4757 3.4973 0.6847 0.469
 17 3.909750e+05 4.0517 3.4753 3.4969 0.6850 0.483
 18 4.191320e+05 4.0535 3.4749 3.4964 0.6853 0.497
 19 4.474020e+05 4.0551 3.4745 3.4959 0.6856 0.512
 20 4.757750e+05 4.0564 3.4746 3.4954 0.6858 0.527
 21 5.042380e+05 4.0576 3.4744 3.4949 0.6861 0.543
 22 5.327850e+05 4.0589 3.4741 3.4943 0.6864 0.559
 23 5.614090e+05 4.0601 3.4737 3.4938 0.6867 0.576
 24 5.901060e+05 4.0615 3.4733 3.4932 0.6869 0.592
 25 6.188700e+05 4.0630 3.4734 3.4925 0.6872 0.609
 26 6.476990e+05 4.0646 3.4731 3.4919 0.6875 0.627
 27 6.765890e+05 4.0664 3.4727 3.4912 0.6877 0.644
 28 7.055380e+05 4.0683 3.4724 3.4904 0.6880 0.662
 29 7.345430e+05 4.0704 3.4722 3.4897 0.6883 0.681
 30 7.636030e+05 4.0727 3.4718 3.4888 0.6886 0.699
 31 7.927150e+05 4.0751 3.4712 3.4880 0.6889 0.718
 32 8.218780e+05 4.0777 3.4711 3.4870 0.6891 0.737
 33 8.510890e+05 4.0805 3.4706 3.4860 0.6894 0.757
 34 8.803470e+05 4.0834 3.4704 3.4849 0.6897 0.776
 35 9.096490e+05 4.0865 3.4698 3.4837 0.6900 0.796
 36 9.389940e+05 4.0898 3.4693 3.4824 0.6903 0.817
 37 9.683800e+05 4.0933 3.4689 3.4810 0.6906 0.837
 38 9.978040e+05 4.0969 3.4685 3.4794 0.6908 0.858
 39 1.027270e+06 4.1008 3.4679 3.4777 0.6911 0.879
 40 1.056760e+06 4.1047 3.4675 3.4757 0.6914 0.900
 41 1.086290e+06 4.1089 3.4670 3.4736 0.6917 0.922
 42 1.115850e+06 4.1132 3.4665 3.4712 0.6920 0.943
 43 1.145440e+06 4.1176 3.4658 3.4685 0.6923 0.965
 44 1.175050e+06 4.1222 3.4651 3.4674 0.6926 0.987
 45 1.204680e+06 4.1270 3.4638 3.4660 0.6929 1.010
 46 1.234350e+06 4.1312 3.4222 3.4465 0.6932 1.032
 47 1.264050e+06 4.1349 3.4085 3.4128 0.6936 1.055
 48 1.293730e+06 4.1375 3.4018 3.3553 0.6939 1.079
 49 1.323350e+06 4.1392 3.3963 3.2811 0.6943 1.102
 50 1.352810e+06 4.1400 3.3912 3.1910 0.6948 1.126
 51 1.382030e+06 4.1395 3.3856 3.0798 0.6954 1.151
 52 1.410910e+06 4.1373 3.3790 2.9360 0.6961 1.174
 53 1.439320e+06 4.1320 3.3705 2.7312 0.6970 1.198
 54 1.467050e+06 4.1210 3.3560 2.3951 0.6983 1.218
