#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.1573 3.5549 2.5000 0.7947 0.331
  2 1.164350e+04 4.1660 3.5539 2.4969 0.7964 0.365
  3 2.668170e+04 4.1746 3.5524 2.4917 0.7976 0.432
  4 4.444870e+04 4.1827 3.5505 2.4836 0.7987 0.541
  5 6.410600e+04 4.1897 3.5480 2.4712 0.7997 0.688
  6 8.491850e+04 4.1953 3.5454 2.4529 0.8006 0.869
  7 1.064110e+05 4.1997 3.5415 2.4242 0.8014 1.080
  8 1.283060e+05 4.2031 3.5159 2.4240 0.8022 1.313
  9 1.503890e+05 4.2058 3.5021 2.4237 0.8030 1.563
 10 1.726580e+05 4.2080 3.4953 2.4233 0.8037 1.827
 11 1.950460e+05 4.2098 3.4904 2.4228 0.8045 2.103
 12 2.174980e+05 4.2114 3.4861 2.4222 0.8053 2.387
 13 2.399750e+05 4.2128 3.4824 2.4214 0.8060 2.676
 14 2.624430e+05 4.2141 3.4796 2.4205 0.8068 2.969
 15 2.848740e+05 4.2153 3.4766 2.4194 0.8075 3.262
 16 3.072470e+05 4.2165 3.4740 2.4181 0.8083 3.554
 17 3.295430e+05 4.2177 3.4717 2.4166 0.8090 3.844
 18 3.517480e+05 4.2188 3.4691 2.4148 0.8098 4.130
 19 3.738490e+05 4.2199 3.4673 2.4129 0.8105 4.411
 20 3.958370e+05 4.2211 3.4651 2.4106 0.8113 4.687
 21 4.177030e+05 4.2222 3.4633 2.4081 0.8120 4.955
 22 4.394400e+05 4.2233 3.4615 2.4054 0.8128 5.217
 23 4.610410e+05 4.2244 3.4596 2.4023 0.8135 5.472
 24 4.825010e+05 4.2256 3.4583 2.3990 0.8143 5.719
 25 5.038160e+05 4.2267 3.4565 2.3953 0.8150 5.959
 26 5.249820e+05 4.2278 3.4551 2.3914 0.8158 6.191
 27 5.459960e+05 4.2289 3.4537 2.3872 0.8165 6.415
 28 5.668540e+05 4.2301 3.4523 2.3826 0.8173 6.631
 29 5.875540e+05 4.2312 3.4509 2.3778 0.8181 6.839
 30 6.080930e+05 4.2324 3.4495 2.3726 0.8188 7.040
 31 6.284700e+05 4.2336 3.4485 2.3672 0.8196 7.233
 32 6.486820e+05 4.2347 3.4471 2.3615 0.8204 7.419
 33 6.687280e+05 4.2359 3.4461 2.3555 0.8212 7.596
 34 6.886110e+05 4.2371 3.4447 2.3492 0.8220 7.767
 35 7.083270e+05 4.2383 3.4437 2.3427 0.8228 7.931
 36 7.278720e+05 4.2395 3.4427 2.3359 0.8236 8.089
 37 7.472450e+05 4.2407 3.4411 2.3289 0.8244 8.242
 38 7.664460e+05 4.2419 3.4402 2.3216 0.8253 8.389
 39 7.854730e+05 4.2432 3.4392 2.3140 0.8261 8.531
 40 8.043240e+05 4.2444 3.4382 2.3062 0.8269 8.669
 41 8.229990e+05 4.2457 3.4371 2.2982 0.8278 8.802
 42 8.414960e+05 4.2470 3.4360 2.2900 0.8287 8.930
 43 8.598140e+05 4.2483 3.4349 2.2815 0.8296 9.055
 44 8.779520e+05 4.2496 3.4339 2.2729 0.8304 9.175
 45 8.959090e+05 4.2509 3.4332 2.2640 0.8313 9.291
 46 9.136850e+05 4.2523 3.4321 2.2550 0.8323 9.404
 47 9.312770e+05 4.2536 3.4310 2.2457 0.8332 9.513
 48 9.486850e+05 4.2550 3.4298 2.2363 0.8341 9.620
 49 9.659080e+05 4.2564 3.4291 2.2268 0.8351 9.723
 50 9.829450e+05 4.2578 3.4280 2.2170 0.8360 9.823
 51 9.997960e+05 4.2593 3.4272 2.2071 0.8370 9.920
 52 1.016460e+06 4.2607 3.4261 2.1971 0.8380 10.014
 53 1.032930e+06 4.2622 3.4253 2.1869 0.8390 10.106
 54 1.049220e+06 4.2637 3.4241 2.1762 0.8400 10.195
 55 1.065320e+06 4.2652 3.4231 2.1630 0.8410 10.281
 56 1.081220e+06 4.2667 3.4212 2.1395 0.8421 10.366
 57 1.096930e+06 4.2683 3.4163 2.0589 0.8432 10.449
 58 1.112440e+06 4.2701 3.3986 1.6979 0.8444 10.534
