#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.2218 3.5989 4.0000 0.8653 0.308
  2 5.476310e+03 4.2385 3.5973 4.0000 0.8661 0.345
  3 1.313290e+04 4.2574 3.5951 4.0000 0.8665 0.410
  4 2.208780e+04 4.2761 3.5928 4.0000 0.8668 0.494
  5 3.155500e+04 4.2928 3.5902 4.0000 0.8669 0.588
  6 4.120840e+04 4.3072 3.5880 4.0000 0.8670 0.688
  7 5.094170e+04 4.3196 3.5856 4.0000 0.8670 0.791
  8 6.072140e+04 4.3303 3.5833 4.0000 0.8671 0.897
  9 7.053550e+04 4.3397 3.5810 4.0000 0.8671 1.005
 10 8.037750e+04 4.3478 3.5777 4.0000 0.8671 1.114
 11 9.024330e+04 4.3550 3.5728 4.0000 0.8672 1.225
 12 1.001290e+05 4.3614 3.5678 4.0000 0.8672 1.336
 13 1.100330e+05 4.3671 3.5639 3.9999 0.8672 1.446
 14 1.199520e+05 4.3723 3.5603 3.9999 0.8672 1.555
 15 1.298830e+05 4.3771 3.5569 3.9999 0.8672 1.657
 16 1.398260e+05 4.3816 3.5542 3.9999 0.8672 1.748
 17 1.497790e+05 4.3857 3.5512 3.9998 0.8672 1.817
 18 1.597410e+05 4.3897 3.5485 3.9998 0.8673 1.856
 19 1.697100e+05 4.3934 3.5453 3.9997 0.8673 1.853
 20 1.796870e+05 4.3971 3.5424 3.9997 0.8673 1.801
 21 1.896700e+05 4.4006 3.5398 3.9996 0.8673 1.701
 22 1.996590e+05 4.4040 3.5381 3.9995 0.8673 1.558
 23 2.096530e+05 4.4074 3.5372 3.9995 0.8673 1.384
 24 2.196530e+05 4.4108 3.5378 3.9994 0.8673 1.187
 25 2.296580e+05 4.4141 3.5415 3.9993 0.8673 0.979
 26 2.396680e+05 4.4174 3.5552 3.9993 0.8673 0.773
 27 2.496830e+05 4.4206 3.5592 3.9993 0.8673 0.590
 28 2.597010e+05 4.4239 3.5597 3.9992 0.8673 0.441
 29 2.697240e+05 4.4272 3.5594 3.9991 0.8673 0.340
 30 2.797510e+05 4.4305 3.5592 3.9991 0.8673 0.283
 31 2.897820e+05 4.4337 3.5587 3.9990 0.8673 0.257
 32 2.998170e+05 4.4370 3.5581 3.9989 0.8673 0.247
 33 3.098550e+05 4.4403 3.5574 3.9988 0.8673 0.244
 34 3.198960e+05 4.4436 3.5566 3.9987 0.8673 0.244
 35 3.299410e+05 4.4470 3.5558 3.9986 0.8673 0.245
 36 3.399890e+05 4.4503 3.5549 3.9984 0.8673 0.248
 37 3.500400e+05 4.4537 3.5540 3.9983 0.8674 0.251
 38 3.600950e+05 4.4570 3.5531 3.9981 0.8674 0.255
 39 3.701530e+05 4.4604 3.5521 3.9979 0.8674 0.259
 40 3.802150e+05 4.4638 3.5514 3.9977 0.8674 0.264
