#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2838 3.6204 1.4000 0.5473 0.321
  2 1.557180e+05 3.3441 3.6150 1.4000 0.5497 0.635
  3 3.661710e+05 3.4162 3.6055 1.4000 0.5523 1.536
  4 6.186940e+05 3.4943 3.5817 1.3998 0.5554 3.268
  5 8.965290e+05 3.5677 3.5485 1.3974 0.5589 5.581
  6 1.183160e+06 3.6286 3.5182 1.3830 0.5623 7.850
  7 1.469420e+06 3.6762 3.4905 1.3374 0.5656 9.732
  8 1.750620e+06 3.7127 3.4633 1.2431 0.5689 11.195
  9 2.022530e+06 3.7413 3.4335 1.0883 0.5726 12.323
 10 2.279540e+06 3.7655 3.4060 0.7589 0.5776 13.460
