#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 0.5167 3.8894 4.5041  7.2235 1.9947 0.7653 0.2336 0.0000 0.0005 0.123 0.236  1.001 0.000 0.452 0.000 0.000 0.000 0.000 0.000 0.000 bms
  2 4.005702e+08 0.5504 3.8935 4.4868  7.2356 2.0249 0.7130 0.2860 0.0000 0.0005 0.115 0.614  1.000 0.000 0.513 0.000 0.000 0.000 0.000 0.000 0.000 
  3 8.021198e+08 0.5893 3.8983 4.4671  7.2525 2.0662 0.6460 0.3529 0.0000 0.0005 0.106 0.688  1.000 0.000 0.513 0.000 0.000 0.000 0.000 0.000 0.000 
  4 1.180409e+09 0.6267 3.9024 4.4461  7.2700 2.1101 0.5785 0.4204 0.0000 0.0004 0.098 0.714  1.000 0.000 0.527 0.000 0.000 0.000 0.000 0.000 0.000 
  5 1.536110e+09 0.6640 3.9058 4.4224  7.2887 2.1578 0.5076 0.4914 0.0000 0.0003 0.090 0.734  1.000 0.000 0.527 0.000 0.000 0.000 0.000 0.000 0.000 
  6 1.867702e+09 0.7037 3.9085 4.3935  7.3103 2.2145 0.4280 0.5710 0.0000 0.0002 0.082 0.747  1.000 0.000 0.527 0.000 0.000 0.000 0.000 0.000 0.000 
  7 2.178792e+09 0.7460 3.9099 4.3568  7.3361 2.2845 0.3353 0.6637 0.0000 0.0001 0.074 0.753  1.001 0.000 0.527 0.000 0.000 0.000 0.000 0.000 0.000 
  8 2.193384e+09 0.7460 3.9099 4.3568  7.3361 2.2845 0.3353 0.6637 0.0000 0.0001 0.074 0.753  1.001 0.000 0.527 0.000 0.000 0.000 0.000 0.000 0.000 tmaxms
  9 2.480263e+09 0.7874 3.9077 4.3066  7.3664 2.3650 0.2290 0.7701 0.0000 0.0000 0.070 0.759  1.001 0.000 0.513 0.000 0.000 0.000 0.000 0.000 0.000 
 10 2.703386e+09 0.8171 3.9011 4.2505  7.3940 2.4356 0.1325 0.8666 0.0000 0.0000 0.067 0.765  1.001 0.000 0.491 0.000 0.000 0.000 0.000 0.000 0.000 
 11 2.849468e+09 0.8413 3.8963 4.2071  7.4219 2.5175 0.0542 0.9448 0.0000 0.0000 0.060 0.765  1.000 0.000 0.483 0.000 0.000 0.000 0.000 0.000 0.000 tminms
 12 2.913579e+09 0.8689 3.9036 4.2087  7.4498 2.6341 0.0141 0.9849 0.0000 0.0000 0.049 0.765  0.994 0.000 0.513 0.000 0.000 0.000 0.000 0.000 0.000 
 13 2.929382e+09 0.8915 3.9120 4.2197  7.4617 2.7400 0.0051 0.9940 0.0000 0.0000 0.036 0.771  0.987 0.000 0.547 0.000 0.000 0.000 0.000 0.000 0.000 
 14 2.937316e+09 0.9136 3.9171 4.2180  7.4544 2.8978 0.0017 0.9974 0.0000 0.0000 0.015 0.771  0.991 0.000 0.576 0.000 0.000 0.000 0.000 0.000 0.000 tmaxlms
