#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4549 3.6010 1.3000 0.5466 0.335
  2 1.575070e+05 3.4881 3.5980 1.3000 0.5490 0.653
  3 3.682870e+05 3.5299 3.5909 1.3000 0.5517 1.577
  4 6.182430e+05 3.5782 3.5655 1.2996 0.5551 3.372
  5 8.903530e+05 3.6272 3.5322 1.2958 0.5590 5.783
  6 1.168660e+06 3.6714 3.5014 1.2757 0.5631 8.162
  7 1.444180e+06 3.7083 3.4728 1.2169 0.5673 10.112
  8 1.711960e+06 3.7376 3.4425 1.1003 0.5714 11.573
  9 1.967710e+06 3.7619 3.4130 0.9169 0.5763 12.709
 10 2.111580e+06 3.7456 3.4066 0.5750 0.5750 12.709
