#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.0494 3.5951 3.0000 0.7816 0.292
  2 1.381440e+04 4.0663 3.5936 3.0000 0.7829 0.397
  3 3.740730e+04 4.0894 3.5902 3.0000 0.7841 0.648
  4 6.339360e+04 4.1087 3.5859 3.0000 0.7845 0.959
  5 9.008370e+04 4.1242 3.5801 3.0000 0.7847 1.301
  6 1.171190e+05 4.1366 3.5676 3.0000 0.7849 1.660
  7 1.443910e+05 4.1465 3.5578 2.9999 0.7850 2.030
  8 1.718430e+05 4.1545 3.5501 2.9997 0.7851 2.406
  9 1.994360e+05 4.1610 3.5435 2.9995 0.7852 2.782
 10 2.271400e+05 4.1664 3.5384 2.9992 0.7853 3.156
 11 2.549310e+05 4.1710 3.5334 2.9988 0.7854 3.525
 12 2.827920e+05 4.1751 3.5292 2.9982 0.7854 3.888
 13 3.107120e+05 4.1789 3.5254 2.9974 0.7855 4.242
 14 3.386800e+05 4.1824 3.5222 2.9965 0.7855 4.589
 15 3.666900e+05 4.1858 3.5187 2.9953 0.7855 4.926
 16 3.947380e+05 4.1892 3.5157 2.9938 0.7855 5.255
 17 4.228190e+05 4.1925 3.5131 2.9921 0.7856 5.574
 18 4.509320e+05 4.1959 3.5102 2.9901 0.7856 5.885
 19 4.790760e+05 4.1993 3.5077 2.9877 0.7856 6.187
 20 5.072480e+05 4.2028 3.5052 2.9850 0.7856 6.481
 21 5.354500e+05 4.2063 3.5028 2.9819 0.7857 6.766
 22 5.636800e+05 4.2099 3.5007 2.9783 0.7857 7.044
 23 5.919390e+05 4.2136 3.4983 2.9744 0.7857 7.314
 24 6.202280e+05 4.2174 3.4962 2.9700 0.7857 7.577
 25 6.485470e+05 4.2212 3.4938 2.9651 0.7858 7.832
 26 6.768970e+05 4.2251 3.4918 2.9597 0.7858 8.082
 27 7.052780e+05 4.2291 3.4897 2.9538 0.7858 8.324
 28 7.336920e+05 4.2330 3.4877 2.9474 0.7858 8.560
 29 7.621390e+05 4.2371 3.4856 2.9403 0.7858 8.791
 30 7.906210e+05 4.2410 3.4832 2.9319 0.7859 9.016
 31 8.191410e+05 4.2450 3.4811 2.9216 0.7859 9.235
 32 8.477030e+05 4.2487 3.4792 2.9090 0.7859 9.450
 33 8.763120e+05 4.2523 3.4770 2.8937 0.7859 9.660
 34 9.049750e+05 4.2556 3.4748 2.8749 0.7859 9.867
 35 9.336990e+05 4.2585 3.4725 2.8521 0.7860 10.070
 36 9.624930e+05 4.2609 3.4700 2.8239 0.7860 10.271
 37 9.913700e+05 4.2627 3.4674 2.7893 0.7860 10.469
 38 1.020340e+06 4.2635 3.4647 2.7466 0.7861 10.667
 39 1.049430e+06 4.2632 3.4617 2.6933 0.7861 10.864
 40 1.078650e+06 4.2612 3.4584 2.6254 0.7861 11.064
 41 1.108040e+06 4.2569 3.4541 2.5370 0.7862 11.268
 42 1.137640e+06 4.2491 3.4494 2.4174 0.7862 11.482
 43 1.167490e+06 4.2393 3.4435 2.2794 0.7863 11.709
 44 1.197630e+06 4.2103 3.4294 1.9300 0.7864 11.995
