#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3551 3.6204 1.6000 0.5401 0.302
  2 1.658400e+05 3.3961 3.6170 1.6000 0.5424 0.606
  3 3.981260e+05 3.4462 3.6093 1.6000 0.5445 1.398
  4 6.838340e+05 3.5043 3.5911 1.5999 0.5469 2.879
  5 1.003260e+06 3.5631 3.5631 1.5985 0.5497 4.938
  6 1.336350e+06 3.6155 3.5373 1.5896 0.5524 7.130
  7 1.670850e+06 3.6582 3.5134 1.5582 0.5550 9.076
  8 2.001170e+06 3.6907 3.4908 1.4864 0.5573 10.633
  9 2.324470e+06 3.7152 3.4664 1.3613 0.5596 11.842
 10 2.637010e+06 3.7349 3.4379 1.1728 0.5626 12.796
 11 2.932210e+06 3.7536 3.4057 0.9133 0.5671 13.601
 12 3.087560e+06 3.7256 3.4015 0.5648 0.5648 13.601
