#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1374 3.6411 1.7000 0.5079 0.309
  2 2.276050e+05 3.1681 3.6383 1.7000 0.5092 0.454
  3 5.347040e+05 3.2024 3.6344 1.7000 0.5102 0.758
  4 9.060690e+05 3.2433 3.6282 1.7000 0.5112 1.280
  5 1.320680e+06 3.2887 3.6183 1.7000 0.5122 2.059
  6 1.762900e+06 3.3365 3.6039 1.6998 0.5134 3.110
  7 2.223210e+06 3.3850 3.5884 1.6987 0.5148 4.409
  8 2.694850e+06 3.4323 3.5723 1.6947 0.5163 5.883
  9 3.172160e+06 3.4768 3.5562 1.6819 0.5179 7.414
 10 3.650270e+06 3.5171 3.5400 1.6502 0.5196 8.887
 11 4.125180e+06 3.5528 3.5225 1.5857 0.5215 10.224
 12 4.593020e+06 3.5840 3.5022 1.4733 0.5236 11.395
 13 5.048740e+06 3.6111 3.4768 1.2963 0.5263 12.401
 14 5.484250e+06 3.6369 3.4398 1.0331 0.5302 13.271
 15 5.876630e+06 3.6628 3.4221 0.5361 0.5361 13.271
