#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8881 3.6359 2.0000 0.6946 0.268
  2 3.851960e+04 3.9046 3.6347 2.0000 0.6969 3.329
  3 1.150490e+05 3.9309 3.6185 1.9999 0.6998 9.453
  4 2.001800e+05 3.9517 3.5859 1.9930 0.7015 13.103
  5 2.859940e+05 3.9651 3.5585 1.9656 0.7024 14.882
  6 3.718540e+05 3.9727 3.5381 1.9186 0.7027 15.817
  7 4.580500e+05 3.9772 3.5219 1.8559 0.7029 16.383
  8 5.447240e+05 3.9800 3.5080 1.7799 0.7031 16.758
  9 6.319880e+05 3.9818 3.4949 1.6922 0.7033 17.021
 10 7.199210e+05 3.9829 3.4820 1.5931 0.7035 17.213
 11 8.085880e+05 3.9837 3.4695 1.4829 0.7037 17.358
 12 8.980340e+05 3.9843 3.4573 1.3615 0.7039 17.469
 13 9.882910e+05 3.9848 3.4465 1.2292 0.7041 17.555
 14 1.079370e+06 3.9854 3.4384 1.0840 0.7044 17.618
