#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.0503 3.6575 0.6500 0.5099 0.347
  2 2.891550e+05 3.0898 3.6549 0.6500 0.5114 0.347
  3 6.604810e+05 3.1458 3.6512 0.6500 0.5138 0.347
  4 1.096070e+06 3.2175 3.6464 0.6500 0.5174 0.347
  5 1.549430e+06 3.2968 3.6408 0.6500 0.5224 0.347
  6 1.987250e+06 3.3758 3.6354 0.6499 0.5287 0.347
  7 2.398090e+06 3.4502 3.6304 0.6497 0.5364 0.347
  8 2.777800e+06 3.5180 3.6264 0.6487 0.5453 0.347
  9 3.124360e+06 3.5784 3.6234 0.6451 0.5552 0.347
 10 3.437430e+06 3.6314 3.6231 0.6343 0.5658 0.347
