#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.9027 3.5816 1.5000 0.6650 0.292
  2 4.798780e+04 3.9198 3.5800 1.4999 0.6683 0.881
  3 1.183730e+05 3.9399 3.5713 1.4996 0.6717 2.531
  4 2.023730e+05 3.9591 3.5258 1.4986 0.6753 5.047
  5 2.920830e+05 3.9736 3.4979 1.4925 0.6784 7.536
  6 3.832410e+05 3.9831 3.4780 1.4746 0.6807 9.476
  7 4.743030e+05 3.9890 3.4621 1.4411 0.6825 10.880
  8 5.645390e+05 3.9936 3.4498 1.3920 0.6842 11.916
  9 6.531390e+05 3.9976 3.4382 1.3286 0.6861 12.699
 10 7.393820e+05 4.0016 3.4282 1.2533 0.6882 13.308
 11 8.225800e+05 4.0061 3.4159 1.0732 0.6908 13.850
