#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.3378 3.5161 4.5000 0.9004 0.366
  2 3.296910e+03 4.3584 3.5137 4.4998 0.9014 0.366
  3 6.868610e+03 4.3777 3.5111 4.4993 0.9021 0.368
  4 1.071730e+04 4.3959 3.5090 4.4986 0.9027 0.370
  5 1.485640e+04 4.4129 3.5066 4.4973 0.9033 0.374
  6 1.928040e+04 4.4286 3.5047 4.4953 0.9039 0.379
  7 2.397130e+04 4.4427 3.5027 4.4923 0.9044 0.385
  8 2.890340e+04 4.4553 3.5009 4.4877 0.9048 0.392
  9 3.404820e+04 4.4663 3.4994 4.4811 0.9052 0.401
 10 3.937720e+04 4.4758 3.4980 4.4722 0.9055 0.410
 11 4.486350e+04 4.4839 3.4964 4.4602 0.9058 0.420
 12 5.048340e+04 4.4907 3.4952 4.4445 0.9061 0.431
 13 5.621660e+04 4.4964 3.4941 4.4247 0.9063 0.441
 14 6.204600e+04 4.5009 3.4930 4.3999 0.9065 0.452
 15 6.795800e+04 4.5045 3.4918 4.3692 0.9067 0.461
 16 7.394160e+04 4.5070 3.4907 4.3314 0.9068 0.471
 17 7.998860e+04 4.5085 3.4892 4.2843 0.9070 0.481
 18 8.609320e+04 4.5088 3.4880 4.2254 0.9071 0.491
 19 9.225140e+04 4.5077 3.4867 4.1507 0.9072 0.502
 20 9.846150e+04 4.5046 3.4850 4.0533 0.9073 0.517
 21 1.047230e+05 4.4986 3.4827 3.9178 0.9074 0.535
 22 1.110390e+05 4.4873 3.4797 3.7068 0.9075 0.556
 23 1.174150e+05 4.4569 3.4719 3.1905 0.9077 0.580
 24 1.238820e+05 4.4014 3.4509 1.9899 0.9079 0.607
