#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.8760 3.5076 2.2000 0.6341 0.346
  2 3.832780e+04 3.8914 3.5058 2.1991 0.6367 0.350
  3 8.155710e+04 3.9076 3.5034 2.1976 0.6394 0.362
  4 1.291050e+05 3.9244 3.5013 2.1949 0.6424 0.386
  5 1.803360e+05 3.9406 3.4990 2.1905 0.6457 0.425
  6 2.342480e+05 3.9557 3.4962 2.1831 0.6492 0.480
  7 2.897400e+05 3.9693 3.4936 2.1712 0.6528 0.551
  8 3.458310e+05 3.9812 3.4912 2.1521 0.6564 0.634
  9 4.017530e+05 3.9917 3.4881 2.1213 0.6601 0.722
 10 4.569300e+05 4.0011 3.4846 2.0686 0.6637 0.811
 11 5.109120e+05 4.0098 3.4788 1.9563 0.6675 0.896
