#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 4.4097 3.5171 5.0000 0.9688 0.366
  2 1.743440e+03 4.4413 3.5135 4.9998 0.9694 0.367
  3 3.601110e+03 4.4703 3.5098 4.9994 0.9699 0.368
  4 5.579120e+03 4.4972 3.5062 4.9985 0.9704 0.369
  5 7.685910e+03 4.5220 3.5032 4.9966 0.9708 0.371
  6 9.921180e+03 4.5446 3.5002 4.9930 0.9711 0.373
  7 1.227880e+04 4.5649 3.4973 4.9864 0.9714 0.376
  8 1.474940e+04 4.5829 3.4950 4.9750 0.9717 0.379
  9 1.732220e+04 4.5982 3.4926 4.9560 0.9720 0.373
 10 1.998660e+04 4.6109 3.4906 4.9261 0.9722 0.357
 11 2.273330e+04 4.6206 3.4885 4.8802 0.9724 0.336
 12 2.555490e+04 4.6268 3.4864 4.8114 0.9726 0.311
 13 2.844670e+04 4.6287 3.4843 4.7096 0.9728 0.287
 14 3.140720e+04 4.6255 3.4821 4.5610 0.9729 0.267
 15 3.443790e+04 4.6139 3.4792 4.3191 0.9731 0.257
 16 3.754740e+04 4.5824 3.4734 3.8171 0.9732 0.266
 17 4.076100e+04 4.5321 3.4621 2.9890 0.9733 0.278
 18 4.407220e+04 4.4968 3.4515 2.2314 0.9736 0.293
